Local Time,UTC Time,MMSI,IMO,Name,Call Sign,Ship Type,Length,Beam,Draught,SOG,COG,Heading,Latitude,Longitude,Destination,Status,Flag,AIS Ship Type,AIS Status,AIS A,AIS B,AIS C,AIS D
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 12:41,8/7/2025 4:41,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,329.7,511,1.270317,103.8638,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 12:42,8/7/2025 4:42,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,355.7,511,1.27037,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 12:43,8/7/2025 4:43,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,342.4,511,1.270313,103.8638,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 12:50,8/7/2025 4:50,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,0.2,511,1.270383,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 12:57,8/7/2025 4:57,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,110.2,511,1.270333,103.8638,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 13:02,8/7/2025 5:02,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,1.7,99.7,511,1.270058,103.8641,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 13:04,8/7/2025 5:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7,71.6,511,1.271392,103.8668,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 13:05,8/7/2025 5:05,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.6,187.2,511,1.26883,103.8688,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 13:07,8/7/2025 5:07,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.9,188,511,1.263602,103.869,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 13:07,8/7/2025 5:07,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.9,188,511,1.263602,103.869,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:15,8/7/2025 6:15,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9,26.5,511,1.258557,103.8678,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:16,8/7/2025 6:16,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.3,12.2,511,1.260905,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:17,8/7/2025 6:17,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.5,2.3,511,1.26352,103.8691,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:18,8/7/2025 6:18,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.8,359.1,511,1.266168,103.8689,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:19,8/7/2025 6:19,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.2,349.1,511,1.270433,103.8689,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:20,8/7/2025 6:20,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.9,318.8,511,1.271718,103.8684,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:21,8/7/2025 6:21,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,6.3,237,511,1.271753,103.8662,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:22,8/7/2025 6:22,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,6.2,228.6,511,1.270608,103.8649,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:23,8/7/2025 6:23,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,1.5,287.5,511,1.270263,103.8638,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:24,8/7/2025 6:24,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,349.9,511,1.27033,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 14:24,8/7/2025 6:24,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,349.9,511,1.27033,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:01,8/7/2025 7:01,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,353.9,511,1.270345,103.8638,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:02,8/7/2025 7:02,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,1.7,129.2,511,1.270107,103.864,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:03,8/7/2025 7:03,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,5.5,67.5,511,1.270453,103.8649,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:04,8/7/2025 7:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,5.3,66.8,511,1.271018,103.8663,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:05,8/7/2025 7:05,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,5.1,51.6,511,1.271917,103.868,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:06,8/7/2025 7:06,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,4.8,34.2,511,1.272422,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:07,8/7/2025 7:07,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.8,74.6,511,1.273168,103.8689,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:09,8/7/2025 7:09,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7.8,178.9,511,1.272722,103.8696,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:10,8/7/2025 7:10,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.9,179.2,511,1.268612,103.8697,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:11,8/7/2025 7:11,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,11.1,178.6,511,1.267108,103.8697,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:12,8/7/2025 7:12,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,11.3,192.8,511,1.264072,103.8694,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 15:12,8/7/2025 7:12,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,11.3,192.8,511,1.264072,103.8694,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:18,8/7/2025 8:18,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,8,32.1,511,1.258532,103.8669,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:19,8/7/2025 8:19,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7.8,29.1,511,1.259375,103.8674,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:20,8/7/2025 8:20,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,8,23.4,511,1.261342,103.8684,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:21,8/7/2025 8:21,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,8.9,7.1,511,1.263602,103.869,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:22,8/7/2025 8:22,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.8,355.4,511,1.26757,103.8693,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:23,8/7/2025 8:23,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.9,349.1,511,1.269,103.8691,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:24,8/7/2025 8:24,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7.6,242.3,511,1.271912,103.8664,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:25,8/7/2025 8:25,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7.1,221.3,511,1.271318,103.8657,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:26,8/7/2025 8:26,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,4.9,257.1,511,1.270272,103.8642,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:27,8/7/2025 8:27,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,252.3,511,1.27031,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 16:27,8/7/2025 8:27,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,252.3,511,1.27031,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:00,8/7/2025 9:00,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,121.5,511,1.270318,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:02,8/7/2025 9:02,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,6.6,61.7,511,1.270577,103.865,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:03,8/7/2025 9:03,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,6.6,70.5,511,1.27138,103.8665,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:04,8/7/2025 9:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.4,155.9,511,1.270387,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:05,8/7/2025 9:05,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.8,183.8,511,1.267732,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:06,8/7/2025 9:06,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.9,168.1,511,1.26503,103.869,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 17:06,8/7/2025 9:06,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,9.9,168.1,511,1.26503,103.869,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:21,8/7/2025 10:21,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.5,356.2,511,1.266078,103.8691,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:22,8/7/2025 10:22,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.1,1.6,511,1.267395,103.8692,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:23,8/7/2025 10:23,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,10.6,346.6,511,1.270228,103.8689,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:24,8/7/2025 10:24,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,8.3,266.2,511,1.272152,103.867,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:26,8/7/2025 10:26,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,3.9,271.8,511,1.270183,103.8641,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:27,8/7/2025 10:27,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,26.1,511,1.270272,103.8637,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:28,8/7/2025 10:28,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,5,57.4,511,1.270198,103.8643,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:29,8/7/2025 10:29,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,6.8,70.9,511,1.271022,103.866,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:30,8/7/2025 10:30,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,7.7,59,511,1.271707,103.8678,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:31,8/7/2025 10:31,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,3.2,357.2,511,1.273153,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:33,8/7/2025 10:33,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,339.1,511,1.27322,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:35,8/7/2025 10:35,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,93.3,511,1.273187,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:36,8/7/2025 10:36,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,154.4,511,1.27315,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:38,8/7/2025 10:38,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,260.5,511,1.273173,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:40,8/7/2025 10:40,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,202.5,511,1.273113,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:41,8/7/2025 10:41,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.3,292.6,511,1.27316,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:43,8/7/2025 10:43,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.3,82.5,511,1.273187,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:45,8/7/2025 10:45,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,94.5,511,1.273138,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:47,8/7/2025 10:47,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,352.3,511,1.273235,103.8687,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:48,8/7/2025 10:48,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,261.3,511,1.273147,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:50,8/7/2025 10:50,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,272.6,511,1.273137,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 18:51,8/7/2025 10:51,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,186.7,511,1.273135,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:00,8/7/2025 11:00,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,304.7,511,1.273193,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:04,8/7/2025 11:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,208.8,511,1.273157,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:04,8/7/2025 11:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,208.8,511,1.273157,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:19,8/7/2025 11:19,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,161.5,511,1.273117,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:21,8/7/2025 11:21,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,68.6,511,1.273173,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:28,8/7/2025 11:28,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.3,139.1,511,1.273177,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:30,8/7/2025 11:30,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,244.3,511,1.273167,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:31,8/7/2025 11:31,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.4,254.6,511,1.273185,103.8684,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:32,8/7/2025 11:32,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.4,160.8,511,1.27317,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:34,8/7/2025 11:34,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.3,3.6,511,1.273225,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:35,8/7/2025 11:35,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,110.2,511,1.273162,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:37,8/7/2025 11:37,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,281.2,511,1.273195,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:39,8/7/2025 11:39,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,0,511,1.273133,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:42,8/7/2025 11:42,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,42.8,511,1.273182,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:44,8/7/2025 11:44,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,89.6,511,1.273243,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:46,8/7/2025 11:46,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,249.5,511,1.273188,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 19:46,8/7/2025 11:46,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,249.5,511,1.273188,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:26,8/7/2025 12:26,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,60.5,511,1.273232,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:27,8/7/2025 12:27,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,31.8,511,1.273293,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:28,8/7/2025 12:28,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,280.3,511,1.273277,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:29,8/7/2025 12:29,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,277.2,511,1.273227,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:31,8/7/2025 12:31,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,206.2,511,1.273185,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:34,8/7/2025 12:34,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,229.2,511,1.273238,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:39,8/7/2025 12:39,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.3,199.9,511,1.273177,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:41,8/7/2025 12:41,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,297,511,1.273247,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:44,8/7/2025 12:44,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,292.5,511,1.273262,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:47,8/7/2025 12:47,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.5,282.9,511,1.273222,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 20:52,8/7/2025 12:52,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.6,125.2,511,1.273228,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:00,8/7/2025 13:00,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,87.6,511,1.273263,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:03,8/7/2025 13:03,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,145.7,511,1.273218,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:04,8/7/2025 13:04,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,149.4,511,1.273258,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:07,8/7/2025 13:07,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,132.2,511,1.273245,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:14,8/7/2025 13:14,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,285.4,511,1.273265,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:16,8/7/2025 13:16,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,141.6,511,1.273195,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:16,8/7/2025 13:16,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,141.6,511,1.273195,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:34,8/7/2025 13:34,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,54.7,511,1.273243,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:35,8/7/2025 13:35,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,0,511,1.273182,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:36,8/7/2025 13:36,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,75.5,511,1.273227,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:44,8/7/2025 13:44,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,188.5,511,1.273183,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:46,8/7/2025 13:46,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,238.7,511,1.273243,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:49,8/7/2025 13:49,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.2,50,511,1.273275,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:52,8/7/2025 13:52,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,55,511,1.273222,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:55,8/7/2025 13:55,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0,256,511,1.27319,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:56,8/7/2025 13:56,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,245.1,511,1.273227,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 21:57,8/7/2025 13:57,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,178.1,511,1.273197,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 22:00,8/7/2025 14:00,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.4,355.6,511,1.27324,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 22:08,8/7/2025 14:08,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,219.4,511,1.273165,103.8685,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
8/7/2025 22:10,8/7/2025 14:10,563072390,,MSF HAPPY,9V6734,Passenger ship,18,6,,0.1,54,511,1.273212,103.8686,,,Singapore,60,,4,14,3,3
,,,,,,,,,,,,,,,,,,,,,,,
